 1.500000e+00 0.000000e+00 
 1.500918e+00 1.852376e-02 
 1.503679e+00 3.683863e-02 
 1.508254e+00 5.473801e-02 
 1.514589e+00 7.202397e-02 
 1.522615e+00 8.851119e-02 
 1.532243e+00 1.040305e-01 
 1.543369e+00 1.184316e-01 
 1.555874e+00 1.315856e-01 
 1.569628e+00 1.433866e-01 
 1.584492e+00 1.537520e-01 
 1.600319e+00 1.626234e-01 
 1.616958e+00 1.699654e-01 
 1.634254e+00 1.757652e-01 
 1.652055e+00 1.800303e-01 
 1.670206e+00 1.827871e-01 
 1.688561e+00 1.840781e-01 
 1.706974e+00 1.839599e-01 
 1.725309e+00 1.825006e-01 
 1.743435e+00 1.797771e-01 
 1.761228e+00 1.758726e-01 
 1.778577e+00 1.708746e-01 
 1.795375e+00 1.648727e-01 
 1.811528e+00 1.579566e-01 
 1.826947e+00 1.502149e-01 
 1.841554e+00 1.417333e-01 
 1.855280e+00 1.325939e-01 
 1.868063e+00 1.228745e-01 
 1.879848e+00 1.126476e-01 
 1.890588e+00 1.019806e-01 
 1.900242e+00 9.093550e-02 
 1.908776e+00 7.956906e-02 
 1.916159e+00 6.793296e-02 
 1.922367e+00 5.607429e-02 
 1.927380e+00 4.403601e-02 
 1.931181e+00 3.185763e-02 
 1.933760e+00 1.957582e-02 
 1.935107e+00 7.225214e-03 
 1.935216e+00 -5.160834e-03 
 1.934087e+00 -1.754942e-02 
 1.931720e+00 -2.990725e-02 
 1.928120e+00 -4.219984e-02 
 1.923295e+00 -5.439069e-02 
 1.917258e+00 -6.644050e-02 
 1.910025e+00 -7.830646e-02 
 1.901617e+00 -8.994156e-02 
 1.892058e+00 -1.012941e-01 
 1.881380e+00 -1.123070e-01 
 1.869621e+00 -1.229178e-01 
 1.856823e+00 -1.330582e-01 
 1.843037e+00 -1.426542e-01 
 1.828322e+00 -1.516263e-01 
 1.812744e+00 -1.598899e-01 
 1.796378e+00 -1.673561e-01 
 1.779310e+00 -1.739325e-01 
 1.761631e+00 -1.795246e-01 
 1.743446e+00 -1.840374e-01 
 1.724866e+00 -1.873771e-01 
 1.706015e+00 -1.894532e-01 
 1.687022e+00 -1.901811e-01 
 1.668026e+00 -1.894842e-01 
 1.649174e+00 -1.872971e-01 
 1.630615e+00 -1.835677e-01 
 1.612508e+00 -1.782606e-01 
 1.595010e+00 -1.713589e-01 
 1.578282e+00 -1.628669e-01 
