2.987762e+00  7.177920e-01
2.676944e+00  7.448112e-01
2.046879e+00  1.173514e+00
9.720846e-01  1.862863e+00
9.691798e-02  2.124968e+00
-2.020853e-01  2.151597e+00
-1.122054e-02  2.194440e+00
6.053657e-01  2.137812e+00
1.459201e+00  1.797941e+00
2.241150e+00  1.335303e+00
2.768075e+00  1.040636e+00
3.057818e+00  9.065404e-01
3.137446e+00  8.200727e-01
3.034916e+00  7.307132e-01
2.760319e+00  7.180214e-01
2.229906e+00  1.034298e+00
1.218913e+00  1.733403e+00
2.388179e-01  2.106551e+00
-1.809372e-01  2.144028e+00
-9.278478e-02  2.187614e+00
4.414486e-01  2.169347e+00
1.267038e+00  1.896516e+00
2.090564e+00  1.426718e+00
2.673947e+00  1.088783e+00
3.014051e+00  9.267790e-01
3.135331e+00  8.408779e-01
3.073662e+00  7.467829e-01
2.833420e+00  7.066737e-01
2.385393e+00  9.188826e-01
1.467479e+00  1.583424e+00
4.107659e-01  2.070960e+00
-1.363662e-01  2.139030e+00
-1.523299e-01  2.178159e+00
2.919724e-01  2.187786e+00
1.074759e+00  1.983878e+00
1.927076e+00  1.526448e+00
2.568521e+00  1.145473e+00
2.959452e+00  9.509198e-01
3.124979e+00  8.602648e-01
3.103303e+00  7.654923e-01
2.898767e+00  7.059116e-01
2.515138e+00  8.306348e-01
1.707509e+00  1.422332e+00
6.110918e-01  2.011900e+00
-6.700718e-02  2.135527e+00
-1.894119e-01  2.167474e+00
1.591859e-01  2.195950e+00
8.861718e-01  2.056580e+00
1.752014e+00  1.631657e+00
2.451247e+00  1.211440e+00
2.893772e+00  9.804875e-01
3.106141e+00  8.783448e-01
3.123635e+00  7.861466e-01
2.957332e+00  7.120719e-01
2.623075e+00  7.691621e-01
1.929991e+00  1.261343e+00
8.354288e-01  1.925275e+00
2.906728e-02  2.130464e+00
-2.039351e-01  2.156980e+00
4.507217e-02  2.196575e+00
7.047896e-01  2.112921e+00
1.567714e+00  1.738210e+00
2.321412e+00  1.287302e+00
2.817007e+00  1.016635e+00
